,Direccion,Costo,Baños,Recamaras,Area,Estacionamientos,Seguridad,Balcon,Terraza,Jardines,Alberca,Gimnasio
3766,"Roma Norte, Cuauhtémoc, Ciudad de México",26250.0,1.0,1.0,52.0,0,0,0,0,0,0,0
3767,"Miguel Hidalgo, Ciudad de México",28000.0,2.0,2.0,89.0,0,0,0,0,0,0,0
3768,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",29500.0,2.0,2.0,120.0,0,0,0,0,0,0,0
3769,"Anzures, Miguel Hidalgo, Ciudad de México",26500.0,1.0,1.0,55.0,0,0,0,0,0,0,0
3770,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",39000.0,2.0,2.0,98.0,2,0,0,0,0,0,0
3771,"Napoles, Benito Juárez, Ciudad de México",24420.0,1.0,1.0,35.0,0,0,0,0,0,0,0
3772,"Juárez, Cuauhtémoc, Ciudad de México",19274.0,,,,0,0,0,0,0,0,0
3773,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",38000.0,1.0,1.0,74.0,2,0,0,0,0,0,0
3774,"Mixcoac, Benito Juárez, Ciudad de México",27000.0,2.0,2.0,82.0,2,0,0,0,0,0,0
3775,"San José Insurgentes, Benito Juárez, Ciudad de México",27000.0,2.0,2.0,82.0,1,0,0,0,0,0,0
3776,"Roma Norte, Cuauhtémoc, Ciudad de México",22500.0,1.0,1.0,38.0,0,1,0,0,0,0,0
3777,"Área 1, Cuauhtémoc, Ciudad de México",14684.0,,,,0,0,0,0,0,0,0
3778,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",24120.0,,,,0,0,0,0,0,0,0
3779,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",20188.0,,,,0,0,0,0,0,0,0
3780,"Polanco, Miguel Hidalgo, Ciudad de México",7000.0,3.0,3.0,256.0,0,0,0,0,0,0,0
3781,"Xoco, Benito Juárez, Ciudad de México",35900.0,2.0,3.0,104.0,0,0,0,0,0,0,0
3782,"Miguel Hidalgo, Ciudad de México",28000.0,2.0,2.0,89.0,0,0,0,0,0,0,0
3783,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",27500.0,2.0,2.0,78.0,0,0,0,0,0,0,0
3784,"Tepalcates, Iztapalapa, Ciudad de México",18000.0,2.0,2.0,80.0,0,0,0,0,0,0,0
3785,"Polanco, Miguel Hidalgo, Ciudad de México",45000.0,2.0,3.0,180.0,0,0,0,0,0,0,0
3786,"Roma Norte, Cuauhtémoc, Ciudad de México",49000.0,2.0,2.0,90.0,0,0,0,0,0,0,0
3787,"Narvarte, Benito Juárez, Ciudad de México",23500.0,2.0,2.0,67.0,1,0,0,0,0,0,0
3788,"Polanco, Miguel Hidalgo, Ciudad de México",32000.0,1.0,1.0,70.0,0,0,0,0,0,0,0
3789,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",35800.0,1.0,2.0,63.0,1,0,0,0,0,0,0
3790,"Napoles, Benito Juárez, Ciudad de México",24420.0,1.0,1.0,35.0,0,0,0,0,0,0,0
3791,"Irrigación, Miguel Hidalgo, Ciudad de México",31000.0,1.0,1.0,92.0,1,0,0,0,0,0,0
3792,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",28840.0,,,,0,0,0,0,0,0,0
3793,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",38000.0,1.0,1.0,74.0,2,0,0,0,0,0,0
3794,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",32260.0,2.0,2.0,93.0,0,0,0,0,0,1,0
3795,"Polanco, Miguel Hidalgo, Ciudad de México",97000.0,2.0,3.0,190.0,1,0,0,0,0,0,0
3796,"San Pedro de los Pinos, Benito Juárez, Ciudad de México",21000.0,2.0,2.0,60.0,0,0,0,0,0,1,0
3797,"Condesa, Cuauhtémoc, Ciudad de México",49000.0,2.0,2.0,171.0,0,0,0,1,0,0,0
3798,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",24120.0,,,,0,0,0,0,0,0,0
3799,"Jardines del Ajusco, Tlalpan, Ciudad de México",15000.0,3.0,3.0,,0,0,0,0,0,0,0
3800,"Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",25900.0,2.0,2.0,130.0,0,0,0,0,0,0,0
3801,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",31000.0,2.0,2.0,93.0,0,0,0,0,0,0,0
3802,"Santa Fe, Álvaro Obregón, Ciudad de México",26000.0,2.0,2.0,108.0,0,0,0,0,0,0,0
3803,"Napoles, Benito Juárez, Ciudad de México",45000.0,3.0,3.0,150.0,0,0,0,0,0,0,0
3804,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",27000.0,2.0,2.0,97.0,0,0,0,0,0,0,0
3805,"Polanco, Miguel Hidalgo, Ciudad de México",30000.0,2.0,2.0,94.0,0,0,0,0,0,0,0
3806,"Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",120000.0,2.0,3.0,253.0,0,0,0,0,0,0,0
3807,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",23000.0,2.0,2.0,77.0,1,0,0,0,0,0,0
3808,"Polanco, Miguel Hidalgo, Ciudad de México",85000.0,,3.0,,0,0,0,0,0,0,0
3809,"Lomas de Memetla, Cuajimalpa de Morelos, Ciudad de México",3300000.0,1.0,2.0,55.0,1,0,0,0,0,0,0
3810,"Bosque de Chapultepec I Sección, Miguel Hidalgo, Ciudad de México",8500.0,,3.0,,0,0,0,0,0,0,0
3811,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",29500.0,2.0,2.0,120.0,0,0,0,0,0,0,0
3812,"Polanco, Miguel Hidalgo, Ciudad de México",75000.0,,3.0,,0,0,0,0,0,0,0
3813,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",25000.0,1.0,1.0,55.0,1,0,0,0,0,0,0
3814,"Roma Norte, Cuauhtémoc, Ciudad de México",22500.0,1.0,1.0,38.0,0,1,0,0,0,0,0
3815,"Polanco, Miguel Hidalgo, Ciudad de México",50000.0,3.0,2.0,160.0,0,0,0,0,0,0,0
3816,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",39000.0,2.0,2.0,96.0,0,0,0,0,0,0,0
3817,"Polanco, Miguel Hidalgo, Ciudad de México",80000.0,,3.0,,0,0,0,0,0,0,0
3818,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",30000.0,2.0,2.0,72.0,0,0,0,0,0,0,0
3819,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",55000.0,,2.0,,0,0,0,0,0,0,0
3820,"Lomas de Sotelo, Miguel Hidalgo, Ciudad de México",30000.0,2.0,2.0,83.0,0,0,0,0,0,0,0
3821,"Roma Norte, Cuauhtémoc, Ciudad de México",36700.0,1.0,1.0,52.0,0,1,0,0,0,0,0
3822,"Lomas de Sotelo, Miguel Hidalgo, Ciudad de México",14900.0,,,,0,0,0,0,0,0,0
3823,"Polanco, Miguel Hidalgo, Ciudad de México",49500.0,,3.0,,0,0,0,0,0,0,0
3824,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",45000.0,1.0,1.0,78.0,1,0,0,0,0,0,0
3825,"Roma Sur, Cuauhtémoc, Ciudad de México",22800.0,1.0,1.0,41.0,0,1,0,0,0,0,0
3826,"Polanco, Miguel Hidalgo, Ciudad de México",7000.0,3.0,3.0,256.0,0,0,0,0,0,0,0
3827,"San Pedro de los Pinos, Benito Juárez, Ciudad de México",21088.0,2.0,2.0,64.0,1,0,0,0,0,0,0
3828,"Roma Norte, Cuauhtémoc, Ciudad de México",22500.0,,,,0,0,0,0,0,0,0
3829,"Polanco, Miguel Hidalgo, Ciudad de México",30000.0,1.0,1.0,90.0,0,0,0,0,0,0,0
3830,"Roma Norte, Cuauhtémoc, Ciudad de México",27700.0,1.0,1.0,42.0,0,0,0,1,0,0,0
3831,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",39000.0,2.0,2.0,96.0,0,0,0,0,0,0,0
3832,"Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",38000.0,,2.0,,0,0,0,0,0,0,0
3833,"Reforma Iztaccihuatl Sur, Iztacalco, Ciudad de México",20000.0,1.0,2.0,56.0,0,0,0,0,0,0,0
3834,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",35000.0,3.0,2.0,120.0,0,0,0,0,0,0,0
3835,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",35000.0,1.0,1.0,79.0,0,0,0,0,0,0,0
3836,"Polanco, Miguel Hidalgo, Ciudad de México",5000.0,,3.0,,0,0,0,0,0,0,0
3837,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",25000.0,1.0,1.0,80.0,0,0,0,0,0,0,0
3838,"Garcimarrero, Álvaro Obregón, Ciudad de México",17000.0,2.0,2.0,84.0,0,0,0,0,0,0,0
3839,"Santa Fe, Álvaro Obregón, Ciudad de México",26000.0,2.0,2.0,108.0,0,0,0,0,0,0,0
3840,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",49500.0,,2.0,,0,0,0,0,0,0,0
3841,"Polanco, Miguel Hidalgo, Ciudad de México",32000.0,1.0,1.0,70.0,0,0,0,0,0,0,0
3842,"San Rafael, Cuauhtémoc, Ciudad de México",19000.0,1.0,1.0,55.0,1,0,0,0,0,0,0
3843,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",37000.0,2.0,2.0,120.0,1,0,0,0,0,0,0
3844,"Roma Norte, Cuauhtémoc, Ciudad de México",55000.0,,2.0,,0,0,0,0,0,0,0
3845,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",25000.0,2.0,1.0,102.0,0,0,0,0,0,0,0
3846,"Napoles, Benito Juárez, Ciudad de México",21600.0,1.0,1.0,37.0,1,0,0,0,0,0,0
3847,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",32000.0,1.0,2.0,73.0,1,0,0,0,0,0,0
3848,"Roma Sur, Cuauhtémoc, Ciudad de México",37400.0,2.0,2.0,75.0,1,0,0,0,0,0,0
3849,"Roma Norte, Cuauhtémoc, Ciudad de México",22500.0,1.0,1.0,50.0,0,0,0,0,0,0,0
3850,"Lomas de Reforma, Miguel Hidalgo, Ciudad de México",225000.0,3.0,3.0,680.0,0,0,0,0,0,0,0
3851,"Granada, Miguel Hidalgo, Ciudad de México",45000.0,2.0,2.0,117.0,1,0,0,0,0,0,0
3852,"Petrolera, Azcapotzalco, Ciudad de México",12200.0,2.0,2.0,64.0,0,0,0,0,0,0,0
3853,"Polanco, Miguel Hidalgo, Ciudad de México",70000.0,3.0,3.0,190.0,0,0,0,0,0,0,0
3854,"Polanco, Miguel Hidalgo, Ciudad de México",130000.0,,3.0,,0,0,0,0,0,0,0
3855,"Polanco, Miguel Hidalgo, Ciudad de México",97000.0,2.0,3.0,190.0,1,0,0,0,0,0,0
3856,"Polanco, Miguel Hidalgo, Ciudad de México",165000.0,,3.0,,0,0,0,0,0,0,0
3857,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",31000.0,2.0,3.0,192.0,0,0,0,0,0,0,0
3858,"Ahuatenco, Cuajimalpa de Morelos, Ciudad de México",18000.0,2.0,3.0,150.0,0,0,0,0,0,0,0
3859,"Narvarte, Benito Juárez, Ciudad de México",22300.0,2.0,2.0,71.0,0,1,0,0,0,0,0
3860,"Polanco, Miguel Hidalgo, Ciudad de México",55000.0,,2.0,,0,0,0,0,0,0,0
3861,"Roma Norte, Cuauhtémoc, Ciudad de México",70000.0,2.0,3.0,300.0,0,0,0,0,0,0,0
3862,"Napoles, Benito Juárez, Ciudad de México",45000.0,3.0,3.0,150.0,0,0,0,0,0,0,0
3863,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",33000.0,1.0,1.0,100.0,0,0,0,0,0,0,0
3864,"Condesa, Cuauhtémoc, Ciudad de México",65000.0,2.0,2.0,209.0,1,0,0,0,0,0,0
3865,"Condesa, Cuauhtémoc, Ciudad de México",33520.0,1.0,1.0,54.0,1,0,0,0,0,0,0
3866,"Lomas de Sotelo, Naucalpan de Juárez, Estado de México",18900.0,1.0,1.0,51.0,1,0,0,0,0,0,0
3867,"Polanco, Miguel Hidalgo, Ciudad de México",54500.0,2.0,2.0,160.0,0,0,0,0,0,0,0
3868,"Roma Norte, Cuauhtémoc, Ciudad de México",62000.0,,2.0,,0,0,0,0,0,0,0
3869,"Roma Sur, Cuauhtémoc, Ciudad de México",37400.0,2.0,2.0,75.0,0,0,0,1,0,0,0
3870,"San Gabriel, Álvaro Obregón, Ciudad de México",24000.0,2.0,2.0,80.0,1,0,0,0,0,0,0
3871,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",56371.0,1.0,3.0,117.0,1,0,0,0,0,0,0
3872,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",28500.0,2.0,2.0,84.0,1,0,0,0,0,0,0
3873,"Jardines del Ajusco, Tlalpan, Ciudad de México",15000.0,3.0,3.0,,0,0,0,0,0,0,0
3874,"Juárez, Cuauhtémoc, Ciudad de México",1775245.0,,,,0,0,0,0,0,0,0
3875,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",27500.0,2.0,2.0,78.0,0,0,0,0,0,0,0
3876,"Paseo de las Lomas, Álvaro Obregón, Ciudad de México",35000.0,2.0,3.0,,0,0,0,0,0,0,0
3877,"Granada, Miguel Hidalgo, Ciudad de México",26000.0,1.0,2.0,75.0,0,0,0,0,0,0,0
3878,"Polanco, Miguel Hidalgo, Ciudad de México",100000.0,,3.0,,0,0,0,0,0,0,0
3879,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",40000.0,1.0,3.0,81.0,2,0,0,0,0,0,0
3880,"Lomas de las Águilas, Álvaro Obregón, Ciudad de México",6900.0,1.0,1.0,25.0,0,0,0,0,0,0,0
3881,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",27500.0,2.0,2.0,78.0,0,0,0,0,0,0,0
3882,"Paseo de las Lomas, Álvaro Obregón, Ciudad de México",35000.0,3.0,3.0,152.0,0,1,0,0,0,0,0
3883,"Polanco, Miguel Hidalgo, Ciudad de México",115000.0,,2.0,,0,0,0,0,0,0,0
3884,"Santa Fe, Álvaro Obregón, Ciudad de México",26000.0,2.0,2.0,108.0,0,0,0,0,0,0,0
3885,"Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",14000.0,,2.0,,0,0,0,0,0,0,0
3886,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",48000.0,3.0,2.0,120.0,0,0,0,0,0,0,0
3887,"Roma Norte, Cuauhtémoc, Ciudad de México",45200.0,1.0,2.0,69.0,0,1,0,0,0,0,0
3888,"Fuentes de Tepepan, Tlalpan, Ciudad de México",20000.0,2.0,2.0,,0,0,0,0,0,0,0
3889,"Anzures, Miguel Hidalgo, Ciudad de México",34000.0,2.0,2.0,114.0,2,0,0,0,0,0,0
3890,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",75000.0,2.0,2.0,280.0,3,0,0,0,0,0,0
3891,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",25000.0,1.0,1.0,55.0,0,0,0,1,0,0,0
3892,"Del Valle, Benito Juárez, Ciudad de México",17300.0,1.0,1.0,33.0,0,1,0,0,0,0,0
3893,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",29000.0,2.0,2.0,120.0,0,1,0,0,0,0,0
3894,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",30500.0,2.0,2.0,107.0,1,0,0,0,0,0,0
3895,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",35000.0,1.0,1.0,70.0,0,0,0,0,0,0,0
3896,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",34000.0,2.0,2.0,120.0,1,0,0,0,0,0,0
3897,"Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",150000.0,4.0,3.0,335.0,2,0,0,0,0,0,0
3898,"Juárez, Cuauhtémoc, Ciudad de México",21600.0,1.0,1.0,38.0,1,0,0,0,0,0,0
3899,"Lomas Altas, Miguel Hidalgo, Ciudad de México",40000.0,3.0,2.0,231.0,0,0,0,0,0,0,0
3900,"Del Valle, Benito Juárez, Ciudad de México",17300.0,1.0,1.0,33.0,1,0,0,0,0,0,0
3901,"Área 1, Cuauhtémoc, Ciudad de México",9200.0,1.0,2.0,72.0,0,0,0,0,0,0,0
3902,"Polanco, Miguel Hidalgo, Ciudad de México",38000.0,2.0,2.0,,0,0,0,0,0,0,0
3903,"Polanco, Miguel Hidalgo, Ciudad de México",85000.0,,3.0,,0,0,0,0,0,0,0
3904,"Petrolera, Azcapotzalco, Ciudad de México",12200.0,2.0,2.0,64.0,0,0,0,0,0,0,0
3905,"Polanco, Miguel Hidalgo, Ciudad de México",70000.0,3.0,3.0,190.0,0,0,0,0,0,0,0
3906,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",125000.0,,3.0,,0,0,0,0,0,0,0
3907,"San Simón Ticumac, Benito Juárez, Ciudad de México",18000.0,1.0,1.0,,0,0,0,0,0,0,0
3908,"Juárez, Cuauhtémoc, Ciudad de México",33000.0,1.0,1.0,80.0,0,0,0,0,0,0,0
3909,"Polanco, Miguel Hidalgo, Ciudad de México",55000.0,2.0,2.0,115.0,0,0,0,0,0,0,0
3910,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",31000.0,2.0,2.0,93.0,0,0,0,0,0,0,0
3911,"Santa Fe, Álvaro Obregón, Ciudad de México",26000.0,2.0,2.0,108.0,0,0,0,0,0,0,0
3912,"Polanco, Miguel Hidalgo, Ciudad de México",100000.0,,3.0,,0,0,0,0,0,0,0
3913,"Lomas Altas, Miguel Hidalgo, Ciudad de México",6500.0,,4.0,,0,0,0,0,0,0,0
3914,"Juárez, Cuauhtémoc, Ciudad de México",22418.0,1.0,1.0,47.0,0,0,0,0,0,0,0
3915,"Portales, Benito Juárez, Ciudad de México",14500.0,1.0,2.0,85.0,0,0,0,0,0,0,0
3916,"Roma Sur, Cuauhtémoc, Ciudad de México",20000.0,1.0,1.0,90.0,0,0,0,0,0,0,0
3917,"Fernando Casas Alemán, Gustavo A. Madero, Ciudad de México",7500.0,1.0,2.0,,0,0,0,0,0,0,0
3918,"Roma Norte, Cuauhtémoc, Ciudad de México",32500.0,1.0,2.0,62.0,0,0,0,0,0,0,0
3919,"Polanco, Miguel Hidalgo, Ciudad de México",10000.0,2.0,2.0,510.0,0,0,0,0,0,0,0
3920,"Área 1, Cuauhtémoc, Ciudad de México",9500.0,1.0,1.0,90.0,0,0,0,0,0,0,0
3921,"Condesa, Cuauhtémoc, Ciudad de México",60000.0,2.0,3.0,220.0,1,0,0,0,0,0,0
3922,"Polanco, Miguel Hidalgo, Ciudad de México",55000.0,,,,0,0,0,0,0,0,0
3923,"Miguel Hidalgo, Ciudad de México",28000.0,2.0,2.0,89.0,0,0,0,0,0,0,0
3924,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",23500.0,2.0,2.0,86.0,0,0,0,1,0,0,0
3925,"Reforma Iztaccihuatl Sur, Iztacalco, Ciudad de México",20000.0,1.0,2.0,56.0,0,0,0,0,0,0,0
3926,"Juárez, Cuauhtémoc, Ciudad de México",35000.0,2.0,2.0,116.0,0,0,0,0,0,0,0
3927,"Napoles, Benito Juárez, Ciudad de México",23500.0,1.0,1.0,53.0,1,0,0,0,0,0,0
3928,"Bosques de Tarango, Álvaro Obregón, Ciudad de México",45000.0,3.0,3.0,167.0,2,0,0,0,0,0,0
3929,"Roma Norte, Cuauhtémoc, Ciudad de México",55000.0,,2.0,,0,0,0,0,0,0,0
3930,"Juárez, Cuauhtémoc, Ciudad de México",30748.0,2.0,2.0,70.0,1,0,0,0,0,0,0
3931,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",75000.0,2.0,2.0,280.0,3,0,0,0,0,0,0
3932,"Santa Cruz Atoyac, Benito Juárez, Ciudad de México",5500000.0,2.0,2.0,73.0,0,0,0,0,0,1,0
3933,"Polanco, Miguel Hidalgo, Ciudad de México",7000.0,3.0,3.0,256.0,0,0,0,0,0,0,0
3934,"Lomas de Reforma, Miguel Hidalgo, Ciudad de México",225000.0,3.0,3.0,680.0,0,0,0,0,0,0,0
3935,"Lindavista Norte, Gustavo A. Madero, Ciudad de México",15500.0,1.0,2.0,57.0,0,0,0,0,0,0,0
3936,"Juárez, Cuauhtémoc, Ciudad de México",21600.0,1.0,1.0,38.0,1,0,0,0,0,0,0
3937,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",24000.0,1.0,1.0,56.0,0,1,0,0,0,0,0
3938,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",38000.0,2.0,1.0,78.0,1,0,0,0,0,0,0
3939,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",40000.0,1.0,3.0,81.0,2,0,0,0,0,0,0
3940,"San Rafael, Cuauhtémoc, Ciudad de México",16000.0,2.0,2.0,70.0,0,1,0,0,0,0,0
3941,"Polanco, Miguel Hidalgo, Ciudad de México",70000.0,,3.0,,0,0,0,0,0,0,0
3942,"San José Insurgentes, Benito Juárez, Ciudad de México",39500.0,2.0,2.0,122.0,1,0,0,0,0,0,0
3943,"Villa Quietud, Coyoacán, Ciudad de México",13700.0,2.0,2.0,65.0,0,0,0,0,0,0,0
3944,"Lomas de Memetla, Cuajimalpa de Morelos, Ciudad de México",19500.0,1.0,2.0,55.0,0,0,0,0,0,0,0
3945,"San Simón Ticumac, Benito Juárez, Ciudad de México",18000.0,1.0,1.0,,0,0,0,0,0,0,0
3946,"Polanco, Miguel Hidalgo, Ciudad de México",58000.0,3.0,2.0,160.0,0,0,0,0,0,0,0
3947,"Jardines del Pedregal, Álvaro Obregón, Ciudad de México",34999.0,2.0,2.0,138.0,1,0,0,0,0,0,0
3948,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",25000.0,1.0,1.0,80.0,0,0,0,0,0,0,0
3949,"Garcimarrero, Álvaro Obregón, Ciudad de México",17000.0,2.0,3.0,84.0,0,0,0,0,0,0,0
3950,"Portales, Benito Juárez, Ciudad de México",18000.0,2.0,2.0,80.0,0,0,0,0,0,0,0
3951,"El Yaqui, Cuajimalpa de Morelos, Ciudad de México",56000.0,,3.0,,0,0,0,0,0,0,0
3952,"Juárez, Cuauhtémoc, Ciudad de México",22418.0,1.0,1.0,47.0,0,0,0,0,0,0,0
3953,"Polanco, Miguel Hidalgo, Ciudad de México",115000.0,,2.0,,0,0,0,0,0,0,0
3954,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",27000.0,2.0,2.0,97.0,0,0,0,0,0,0,0
3955,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",44000.0,2.0,3.0,100.0,0,0,0,0,0,0,0
3956,"Roma Norte, Cuauhtémoc, Ciudad de México",49000.0,2.0,2.0,90.0,0,0,0,0,0,0,0
3957,"Granada, Miguel Hidalgo, Ciudad de México",46000.0,2.0,2.0,115.0,2,0,0,0,0,0,0
3958,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",32000.0,1.0,1.0,55.0,0,0,0,0,0,0,0
3959,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",37000.0,2.0,2.0,120.0,0,0,0,1,0,0,0
3960,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",25000.0,2.0,1.0,50.0,0,0,0,0,0,0,0
3961,"Lomas de Memetla, Cuajimalpa de Morelos, Ciudad de México",16500.0,1.0,1.0,45.0,1,0,0,0,0,0,0
3962,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",45000.0,,3.0,,0,0,0,0,0,0,0
3963,"Granada, Miguel Hidalgo, Ciudad de México",34000.0,1.0,1.0,69.0,0,0,0,0,0,0,1
3964,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",19200.0,,,,0,0,0,0,0,0,0
3965,"Lomas de Sotelo, Naucalpan de Juárez, Estado de México",14500.0,1.0,1.0,45.0,0,0,0,0,0,1,0
3966,"Juárez, Cuauhtémoc, Ciudad de México",22550.0,,,,0,0,0,0,0,0,0
3967,"Roma Norte, Cuauhtémoc, Ciudad de México",18000.0,1.0,3.0,72.0,0,0,0,0,0,0,0
3968,"Narvarte, Benito Juárez, Ciudad de México",15000.0,1.0,2.0,90.0,0,0,0,0,0,0,0
3969,"Roma Norte, Cuauhtémoc, Ciudad de México",27000.0,1.0,1.0,44.0,0,0,0,0,1,0,0
3970,"Polanco, Miguel Hidalgo, Ciudad de México",9000.0,4.0,3.0,520.0,1,0,0,0,0,0,0
3971,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",50000.0,,3.0,,0,0,0,0,0,0,0
3972,"Condesa, Cuauhtémoc, Ciudad de México",21500.0,1.0,1.0,60.0,0,0,0,0,0,0,0
3973,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",70000.0,,3.0,,0,0,0,0,0,0,0
3974,"Polanco, Miguel Hidalgo, Ciudad de México",65000.0,3.0,3.0,300.0,0,1,0,0,0,0,0
3975,"Paseo de las Lomas, Álvaro Obregón, Ciudad de México",26000.0,2.0,2.0,139.0,0,1,0,0,0,0,0
3976,"Polanco, Miguel Hidalgo, Ciudad de México",24300.0,,,,0,0,0,0,0,0,0
3977,"Juárez, Cuauhtémoc, Ciudad de México",19500.0,1.0,1.0,40.0,1,0,0,0,0,0,0
3978,"Juárez, Cuauhtémoc, Ciudad de México",17500.0,1.0,3.0,65.0,0,0,0,0,0,0,0
3979,"Ampliación el Yaqui, Cuajimalpa de Morelos, Ciudad de México",34000.0,2.0,3.0,157.0,1,0,0,0,0,0,0
3980,"Anzures, Miguel Hidalgo, Ciudad de México",30000.0,2.0,2.0,90.0,1,0,0,0,0,0,0
3981,"Napoles, Benito Juárez, Ciudad de México",19000.0,1.0,1.0,40.0,0,0,0,0,0,0,0
3982,"Jardines del Pedregal, Álvaro Obregón, Ciudad de México",34999.0,2.0,2.0,138.0,1,0,0,0,0,0,0
3983,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",28700.0,1.0,1.0,48.0,0,0,0,0,0,0,0
3984,"Anzures, Miguel Hidalgo, Ciudad de México",26500.0,1.0,1.0,55.0,0,0,0,0,0,0,0
3985,"San Pedro de los Pinos, Benito Juárez, Ciudad de México",25500.0,1.0,1.0,52.0,0,0,0,1,0,0,0
3986,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",33000.0,2.0,3.0,110.0,0,0,0,0,0,1,0
3987,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",25000.0,1.0,1.0,56.0,0,0,0,1,0,0,0
3988,"Lomas - Virreyes, Miguel Hidalgo, Ciudad de México",70000.0,,3.0,,0,0,0,0,0,0,0
3989,"Condesa, Cuauhtémoc, Ciudad de México",62000.0,2.0,2.0,145.0,2,0,0,0,0,0,0
3990,"Polanco, Miguel Hidalgo, Ciudad de México",80000.0,,3.0,,0,0,0,0,0,0,0
3991,"Condesa, Cuauhtémoc, Ciudad de México",33520.0,1.0,1.0,53.0,0,0,0,1,0,0,0
3992,"Condesa, Cuauhtémoc, Ciudad de México",60000.0,2.0,3.0,220.0,1,0,0,0,0,0,0
3993,"Polanco, Miguel Hidalgo, Ciudad de México",75000.0,,3.0,,0,0,0,0,0,0,0
3994,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",19200.0,,,,0,0,0,0,0,0,0
3995,"Escandón II Sección, Miguel Hidalgo, Ciudad de México",21000.0,1.0,1.0,65.0,0,0,0,0,0,0,0
3996,"Lomas de Sotelo, Miguel Hidalgo, Ciudad de México",30585.0,2.0,2.0,67.0,0,0,0,0,0,1,0
3997,"Roma Norte, Cuauhtémoc, Ciudad de México",42000.0,2.0,2.0,100.0,2,0,0,0,0,0,0
