,Direccion,Costo,Baños,Recamaras,Area,Estacionamientos,Seguridad,Balcon,Terraza,Jardines,Alberca,Gimnasio
1672,"Juárez, Cuauhtémoc, Ciudad de México",40000.0,3.0,2.0,149.0,0,1,0,0,0,0,0
1673,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",40000.0,2.0,3.0,155.0,0,1,0,0,0,0,0
1674,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",31000.0,1.0,2.0,120.0,0,1,0,0,0,0,0
1675,"Napoles, Benito Juárez, Ciudad de México",27000.0,2.0,2.0,74.0,2,0,0,0,0,0,0
1676,"Napoles, Benito Juárez, Ciudad de México",46000.0,3.0,3.0,160.0,1,0,0,0,0,0,0
1677,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",21000.0,1.0,1.0,80.0,1,0,0,0,0,0,0
1678,"Paseo de las Lomas, Álvaro Obregón, Ciudad de México",35000.0,2.0,2.0,146.0,2,0,0,0,0,0,0
1679,"Juárez, Cuauhtémoc, Ciudad de México",40000.0,3.0,2.0,149.0,0,1,0,0,0,0,0
1680,"Pueblo de los Reyes, Coyoacán, Ciudad de México",23000.0,2.0,2.0,110.0,2,0,0,0,0,0,0
1681,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",60000.0,3.0,3.0,265.0,3,0,0,0,0,0,0
1682,"Guadalupe Inn, Álvaro Obregón, Ciudad de México",18000.0,1.0,1.0,30.0,1,0,0,0,0,0,0
1683,"Del Carmen, Coyoacán, Ciudad de México",35000.0,2.0,3.0,170.0,2,0,0,0,0,0,0
1684,"Polanco, Miguel Hidalgo, Ciudad de México",95000.0,3.0,3.0,426.0,2,0,0,0,0,0,0
1685,"Napoles, Benito Juárez, Ciudad de México",27000.0,2.0,2.0,74.0,2,0,0,0,0,0,0
1686,"Napoles, Benito Juárez, Ciudad de México",46000.0,3.0,3.0,160.0,1,0,0,0,0,0,0
1687,"Polanco, Miguel Hidalgo, Ciudad de México",65000.0,2.0,3.0,305.0,0,1,0,0,0,0,0
1688,"Polanco, Miguel Hidalgo, Ciudad de México",30000.0,1.0,1.0,90.0,1,0,0,0,0,0,0
1689,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",21000.0,1.0,1.0,80.0,1,0,0,0,0,0,0
1690,"El Yaqui, Cuajimalpa de Morelos, Ciudad de México",48000.0,3.0,3.0,260.0,2,0,0,0,0,0,0
1691,"Lomas Anáhuac, Huixquilucan, Estado de México",85000.0,3.0,3.0,600.0,3,0,0,0,0,0,0
1692,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",170000.0,2.0,2.0,520.0,5,0,0,0,0,0,0
1693,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",78000.0,3.0,3.0,355.0,3,0,0,0,0,0,0
1694,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",22000.0,1.0,1.0,75.0,1,0,0,0,0,0,0
1695,"San José Insurgentes, Benito Juárez, Ciudad de México",28000.0,2.0,2.0,110.0,1,0,0,0,0,0,0
1696,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",61000.0,3.0,3.0,325.0,3,0,0,0,0,0,0
1697,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",65000.0,2.0,1.0,150.0,2,0,0,0,0,0,0
1698,"Polanco, Miguel Hidalgo, Ciudad de México",39000.0,3.0,3.0,230.0,1,0,0,0,0,0,0
1699,"Granjas México, Iztacalco, Ciudad de México",23500.0,2.0,2.0,102.0,1,0,0,0,0,0,0
1700,"Condesa, Cuauhtémoc, Ciudad de México",42000.0,2.0,2.0,90.0,2,0,0,0,0,0,0
